state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
TX3,"Johnson, Sam","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,TX3 2009-02-05
TX3,"Johnson, Sam","Istanbul, Turkey",The Institute of Interfaith Dialog for World Peace,8/7/09,8/15/09,9,TX3 2009-08-07
TX3,"Johnson, Sam",Ankara,Institute for Interfaith Dialogue of World Peace,8/8/09,8/15/09,8,TX3 2009-08-08
TX3,"Johnson, Sam","Charlottesville, VA",The Heritage Foundation,1/14/10,1/15/10,2,TX3 2010-01-14
TX3,"Johnson, Sam","Boston, MA",Smithsonian Institution,3/29/10,3/30/10,2,TX3 2010-03-29
TX3,"Johnson, Sam","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,TX3 2010-05-06
TX31,"Carter, John","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,TX31 2009-01-29
TX31,"Carter, John","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,TX31 2009-03-12
TX31,"Carter, John",Tel Aviv,The American Israel Education Foundation (AIEF),6/27/09,7/5/09,9,TX31 2009-06-27
TX31,"Carter, John","Ankara, Turkey",The Institute for Interfaith Dialog for World Peace,8/7/09,8/15/09,9,TX31 2009-08-07
TX31,"Carter, John","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,TX31 2010-01-28
TX31,"Carter, John","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX31 2010-05-06
TX31,"Carter, John","Istanbul, Turkey",Turguoise Council of Americans and Eurasians (TCAE),8/29/10,9/5/10,8,TX31 2010-08-29
TX32,"Sessions, Pete","Hot Springs, WV",Congressional Institute,1/29/09,1/29/09,1,TX32 2009-01-29
TX32,"Sessions, Pete","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,TX32 2010-01-14
TX32,"Sessions, Pete","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,TX32 2010-01-28
TX32,"Sessions, Pete","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX32 2010-05-06
TX4,"Hall, Ralph M.","Hot Springs, VA",Congressional Institute,1/29/09,1/31/09,3,TX4 2009-01-29
TX4,"Hall, Ralph M.","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,TX4 2009-02-20
TX4,"Hall, Ralph M.","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,TX4 2009-03-12
TX4,"Hall, Ralph M.","Ankara, Turkey",The Institute of Interfaith Dialog,8/7/09,8/21/09,15,TX4 2009-08-07
TX4,"Hall, Ralph M.","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,TX4 2010-02-13
TX4,"Hall, Ralph M.","Cambridge, MD",The Congressional Insitute,5/7/10,5/8/10,2,TX4 2010-05-07
TX5,"Hensarling, Jeb","Baltimore, MD",The Heritage Foundation,2/5/09,2/6/09,2,TX5 2009-02-05
TX5,"Hensarling, Jeb","West Palm Beach, FL",Club for Growth,3/6/09,3/7/09,2,TX5 2009-03-06
TX5,"Hensarling, Jeb","Charlottesville, VA",The Heritage Foundation,1/14/10,1/15/10,2,TX5 2010-01-14
TX5,"Hensarling, Jeb","Palm Beach, FL",Club for Growth,3/4/10,3/5/10,2,TX5 2010-03-04
TX5,"Hensarling, Jeb","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,TX5 2010-05-06
TX6,"Barton, Joe","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,TX6 2009-01-29
TX6,"Barton, Joe","New York City, NY",The Heartland Institute,3/6/09,3/10/09,5,TX6 2009-03-06
TX6,"Barton, Joe","New York, NY",Heartland Institute,3/7/09,3/10/09,4,TX6 2009-03-07
TX6,"Barton, Joe","New York City, NY",The Heartland Institute,3/8/09,3/10/09,3,TX6 2009-03-08
TX6,"Barton, Joe","Las Vegas, NV",National Association of Broadcasters,4/19/09,4/21/09,3,TX6 2009-04-19
TX6,"Barton, Joe","Belguim, Brussels",The German Marshall Fund of the United States (GMF),5/24/09,5/30/09,7,TX6 2009-05-24
TX6,"Barton, Joe","Denver, CO",AXPC,8/17/09,8/19/09,3,TX6 2009-08-17
TX6,"Barton, Joe","Las Vegas, NV",Consumer Electronics Association,1/6/10,1/8/10,3,TX6 2010-01-06
TX6,"Barton, Joe","Las Vegas, NV",The Consumer Electronics Associations,1/7/10,1/10/10,4,TX6 2010-01-07
TX6,"Barton, Joe","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,TX6 2010-01-28
TX6,"Barton, Joe","New York, NY","National Health Policy Forum, George Washington University",4/5/10,4/7/10,3,TX6 2010-04-05
TX6,"Barton, Joe","Boston, MA",Kauffman Foundation,4/7/10,4/9/10,3,TX6 2010-04-07
TX6,"Barton, Joe","Las Vegas, NV",National Association of Broadcasters,4/11/10,4/13/10,3,TX6 2010-04-11
TX6,"Barton, Joe","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,TX6 2010-05-06
TX6,"Barton, Joe","Cambridge, MD",The Congressional Institute,5/7/10,5/8/10,2,TX6 2010-05-07
TX6,"Barton, Joe","Los Angeles, CA",National Cable and Telecommunications Association,5/10/10,5/12/10,3,TX6 2010-05-10
TX6,"Barton, Joe","Chicago, IL",The Heartland Institute,5/14/10,5/18/10,5,TX6 2010-05-14
TX6,"Barton, Joe","Chicago, IL",The Heartland Institute,5/15/10,5/18/10,4,TX6 2010-05-15
TX6,"Barton, Joe","Chicago, IL",The Heartland Institute,5/17/10,5/18/10,2,TX6 2010-05-17
TX6,"Barton, Joe","Ankara, Turkey",Turkish Coalition of America,6/1/10,6/7/10,7,TX6 2010-06-01
TX6,"Barton, Joe","Palo Alto, CA",Information Technology and Innovation Foundation,6/2/10,6/4/10,3,TX6 2010-06-02
TX6,"Barton, Joe","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,TX6 2010-08-14
TX7,"Culberson, John","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,TX7 2009-03-12
TX7,"Culberson, John","Charlottesville, VA",The Heritage Foundation,1/15/10,1/16/10,2,TX7 2010-01-15
TX8,"Brady, Kevin","Baltimore, MD",The Heritage Foundation,2/5/09,2/6/09,2,TX8 2009-02-05
TX8,"Brady, Kevin","Geneva, Switzerland, Belgium,",The German Marshall Fund of the United States,5/24/09,5/30/09,7,TX8 2009-05-24
TX8,"Brady, Kevin","Charlottesville, VA",Heritage Foundation,1/14/10,1/15/10,2,TX8 2010-01-14
TX9,"Green, Al",Tel Aviv,The American Israel Education Foundation,12/5/09,12/13/09,9,TX9 2009-12-05
UT1,"Bishop, Rob","Baltimore, MD",Heritage Foundation,2/5/09,2/7/09,3,UT1 2009-02-05
UT1,"Bishop, Rob",Germany,The German Marshall Fund of the United States,2/13/09,2/18/09,6,UT1 2009-02-13
UT1,"Bishop, Rob","Berlin, Germany",USAFMC Congressional Study Group on Germany through contributions from FM and the Heinrich Boell Fou,5/26/09,5/31/09,6,UT1 2009-05-26
UT1,"Bishop, Rob","Charlottesville, VA",Heritage Foundation,1/14/10,1/15/10,2,UT1 2010-01-14
UT1,"Bishop, Rob","St. Louis, MO",The United States Association of Former Members of Congress (FMC)'s Congressional Study Group on Ger,5/13/10,5/14/10,2,UT1 2010-05-13
UT1,"Bishop, Rob","Dayton, OH",The German Marshall Fund of the United States (GMF). The Robert Bosch Stiftung.,7/16/10,7/18/10,3,UT1 2010-07-16
UT1,"Bishop, Rob","Antietam Battlefield, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,UT1 2010-09-10
UT2,"Matheson, Jim","Yulee, FL","Third Way, the Howard Gillman Foundation",6/5/09,6/7/09,3,UT2 2009-06-05
UT2,"Matheson, Jim","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,UT2 2009-10-23
UT3,"Chaffetz, Jason","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,UT3 2009-03-12
UT3,"Chaffetz, Jason",Germany,US Association of Former Members of Congress,5/26/09,5/31/09,6,UT3 2009-05-26
UT3,"Chaffetz, Jason","Lusby, MD",Nuclear Energy Institute,6/19/09,6/19/09,1,UT3 2009-06-19
UT3,"Chaffetz, Jason",Israel,American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,UT3 2009-08-01
UT3,"Chaffetz, Jason","Jerusalem, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,UT3 2010-02-13
UT3,"Chaffetz, Jason","Cambridge, MD",Congressional Institute,5/6/10,5/7/10,2,UT3 2010-05-06
UT3,"Chaffetz, Jason","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/6/10,7,UT3 2010-05-31
UT3,"Chaffetz, Jason","Tel Aviv, Israel",American Israel Education Foundation (AIEF),7/5/10,7/12/10,8,UT3 2010-07-05
UT3,"Chaffetz, Jason","Binghampton, NY",American Exploration and Production Council,8/16/10,8/18/10,3,UT3 2010-08-16
UT3,"Chaffetz, Jason","Havana, Cuba",The Lexington Institue,11/11/10,11/14/10,4,UT3 2010-11-11
VA1,"Wittman, Robert","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,VA1 2009-02-20
VA1,"Wittman, Robert","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,VA1 2009-03-12
VA1,"Wittman, Robert","Manassas, VA",Civil War Preservation Trust,4/3/09,4/3/09,1,VA1 2009-04-03
VA1,"Wittman, Robert","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/6/09,6,VA1 2009-08-01
VA1,"Wittman, Robert (Amendment)","Naples, FL",The American Shipbuilding Association,11/30/09,12/1/09,2,VA1 2009-11-30
VA1,"Wittman, Robert","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,VA1 2010-02-13
VA1,"Wittman, Robert","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,VA1 2010-05-06
VA10,"Wolf, Frank R.","London, England",Christian Solidarity Worldwide (CSW),10/9/09,10/11/09,3,VA10 2009-10-09
VA10,"Wolf, Frank R.","Algiers, Algeria",Defense Forum Foundation,7/5/10,7/12/10,8,VA10 2010-07-05
VA2,"Nye, Glenn C.",Tel Aviv,American Israel Education Foundation,8/8/09,8/26/09,19,VA2 2009-08-08
VA2,"Nye, Glenn C.","Naples, FL",The American Shipbuilding Association,11/30/09,12/2/09,3,VA2 2009-11-30
VA2,"Nye, Glenn C.","Istanbul, Turkey",Mid Atlantic Federation of Turkic American Associations,11/5/10,11/12/10,8,VA2 2010-11-05
VA4,"Forbes, J. Randy","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,VA4 2010-05-06
VA5,"Perriello, Thomas S.P.","Lynchburg, VA",The Heritage Foundation and Thrid Way Institute,6/3/10,6/3/10,1,VA5 2010-06-03
VA5,"Perriello, Thomas S.P.","Orange, VA",The Center for the Constitution at James Madisn Montpelier,8/25/10,8/25/10,1,VA5 2010-08-25
VA6,"Goodlatte, Bob","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,VA6 2009-02-05
VA6,"Goodlatte, Bob","Philadelphia, PA",The Mercatus Center,2/20/09,2/22/09,3,VA6 2009-02-20
VA6,"Goodlatte, Bob","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,VA6 2009-03-12
VA6,"Goodlatte, Bob","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,VA6 2010-01-14
VA6,"Goodlatte, Bob","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,VA6 2010-05-06
VA6,"Goodlatte, Bob","San Francisco, CA",The Information Technology and Innovation Foundation,6/2/10,6/4/10,3,VA6 2010-06-02
VA6,"Goodlatte, Bob","Tel Aviv, Israel",American Isreal Eduction Foundation (AIEF),7/5/10,7/12/10,8,VA6 2010-07-05
VA6,"Goodlatte, Bob","Orange, VA",The Center for the Constitution at James Madison's Montelier,8/25/10,8/25/10,1,VA6 2010-08-25
VA7,"Cantor, Eric","Hotsprings, VA",The Congressional Institute,1/29/09,1/31/09,3,VA7 2009-01-29
VA7,"Cantor, Eric","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,VA7 2009-03-12
VA7,"Cantor, Eric","Tel Aviv, Israel",American Israel Education Foundation,8/1/09,8/9/09,9,VA7 2009-08-01
VA7,"Cantor, Eric","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,VA7 2010-01-28
VA7,"Cantor, Eric","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,VA7 2010-05-06
VA7,"Cantor, Eric","Orange, VA",The Center for the Constitution at James Madison's Montpelier,8/25/10,8/25/10,1,VA7 2010-08-25
VA8,"Moran, James P.","Philadelphia, PA",Mercatus Center,2/13/09,2/15/09,3,VA8 2009-02-13
VA8,"Moran, James P. (Amendment)","Philadelphia, PA",Mercatus Center,2/20/09,2/22/09,3,VA8 2009-02-20
VA8,"Moran, James P.","Philadelphia, PA",Information Technology and Innovative Foundation,4/15/09,4/16/09,2,VA8 2009-04-15
VA8,"Moran, James P.","Ontario, Canada",Franklin Center for Global Policy Exchange,8/9/09,8/14/09,6,VA8 2009-08-09
VA8,"Moran, James P.","Ankara, Turkey",Turkish Coalition of America,3/27/10,4/3/10,8,VA8 2010-03-27
VA8,"Moran, James P.","CATIE, Costa Rica",ICCF and US Fish and Wildlife Service,4/6/10,4/12/10,7,VA8 2010-04-06
VA8,"Moran, James P.","Miami, FL",Everglades Foundation,4/7/10,4/10/10,4,VA8 2010-04-07
VA8,"Moran, James P.","San Francisco, CA",Information Technology and Innovation Foundation,6/2/10,6/4/10,3,VA8 2010-06-02
VA8,"Moran, James P.","Johannesburg, South Africa",Infectious Disease Society of America,8/15/10,8/23/10,9,VA8 2010-08-15
VA8,"Moran, James P.","Dubai, United Arab Emirates",Democracy International,9/10/10,9/21/10,12,VA8 2010-09-10
VA8,"Moran, James P.","Ankara, Turkey",Mid-Atlantic Federation of Turkic American Associations,11/5/10,11/12/10,8,VA8 2010-11-05
VA8,"Moran, James P.","New York, NY",The Humpty Dumpty Institute and the United Nations Foundation,12/9/10,12/10/10,2,VA8 2010-12-09
VA9,"Boucher, Rick","Las Vegas, NV",Consumer Electronic Association,1/9/09,1/11/09,3,VA9 2009-01-09
VA9,"Boucher, Rick","Las Vegas, NV",National Association of Broadcasters,4/19/09,4/20/09,2,VA9 2009-04-19
VA9,"Boucher, Rick","Queenstown, MD",The Aspen Institute,11/11/09,11/13/09,3,VA9 2009-11-11
VA9,"Boucher, Rick","Las Vegas, NV",Consumer Electronics Association,1/6/10,1/8/10,3,VA9 2010-01-06
VT1,"Welch, Peter",Bethlehem,New America Foundation,5/22/09,5/29/09,8,VT1 2009-05-22
VT1,"Welch, Peter","Chicago, IL",National Association of Regulatory Utility Commissioners,11/16/09,11/16/09,1,VT1 2009-11-16
VT1,"Welch, Peter (Amendment)","Fort Lauderdale, FL",Alliance for Health Reform and the Commonwealth Fund,1/15/10,1/17/10,3,VT1 2010-01-15
VT1,"Welch, Peter",Alliance for Health Reform,Alliance for Health Reform,1/16/10,1/16/10,1,VT1 2010-01-16
WA1,"Inslee, Jay","Richland, WA",U.S. - China Clean Energy Forum,2/14/09,2/15/09,2,WA1 2009-02-14
WA1,"Inslee, Jay","Boston, MA",M.I.T. Energy Institute,3/6/09,3/7/09,2,WA1 2009-03-06
WA1,"Inslee, Jay","Pasco, WA",Tri-City Development Council (TRIDEC),8/9/09,8/11/09,3,WA1 2009-08-09
WA1,"Inslee, Jay","Pittsburgh, PA",Alliance for Justice,8/13/09,8/14/09,2,WA1 2009-08-13
WA1,"Inslee, Jay",Berlin,The United States Association of Former Members of Congress's Congressional Study Group on Germany,11/8/09,11/13/09,6,WA1 2009-11-08
WA2,"Larsen, Rick","Guangzhou, Shanghai",National Committee on U.S.-China Relations,5/23/09,5/31/09,9,WA2 2009-05-23
WA2,"Larsen, Rick","Hong Kong, Guangzhou, Shanghai",National Committee on US-China Relations,5/25/09,6/1/09,8,WA2 2009-05-25
WA3,"Baird, Brian",Bethlehem,New America Foundation,5/22/09,5/29/09,8,WA3 2009-05-22
WA3,"Baird, Brian",Ontario -,American Psychological Association,8/6/09,8/7/09,2,WA3 2009-08-06
WA3,"Baird, Brian","Pasco, WA",Tri-City Development Council and Washington State University,8/8/09,8/11/09,4,WA3 2009-08-08
WA3,"Baird, Brian",La Selva Biological Field Stat,"Organization for Tropical Studies (OTS),The Gordon and Betty Moore, David and Lucile Packard Foundat",10/10/09,10/13/09,4,WA3 2009-10-10
WA3,"Baird, Brian","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,WA3 2009-10-23
WA3,"Baird, Brian","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,WA3 2010-08-14
WA3,"Baird, Brian","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,WA3 2010-11-12
WA4,"Hastings, Doc","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,WA4 2009-01-29
WA4,"Hastings, Doc","Cambridge, MD",The Congressional Institute,3/12/09,3/13/09,2,WA4 2009-03-12
WA4,"Hastings, Doc","Pasco, WA",Tri-City Development Council,8/9/09,8/13/09,5,WA4 2009-08-09
WA4,"Hastings, Doc","Richland, WA",Tri Cities Economic Development Council (TRIDEC).,8/10/09,8/10/09,1,WA4 2009-08-10
WA4,"Hastings, Doc","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,WA4 2010-01-28
WA4,"Hastings, Doc","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,WA4 2010-05-06
WA5,"McMorris Rodgers, Cathy","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,WA5 2009-01-29
WA5,"McMorris Rodgers, Cathy","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,WA5 2009-02-05
WA5,"McMorris Rodgers, Cathy","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,WA5 2009-03-12
WA5,"McMorris Rodgers, Cathy","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,WA5 2009-08-01
WA5,"McMorris Rodgers, Cathy","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,WA5 2010-01-28
WA5,"McMorris Rodgers, Cathy","Tel Aviv, Israel",American Israel Education Foundation (AIEF),2/13/10,2/21/10,9,WA5 2010-02-13
WA5,"McMorris Rodgers, Cathy","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,WA5 2010-05-06
WA5,"McMorris Rodgers, Cathy","Orlando, FL",National Down Syndrome Congress,7/17/10,7/18/10,2,WA5 2010-07-17
WA6,"Dicks, Norman D.",Mardid,The Aspen Institute Congressional Program,2/16/10,2/21/10,6,WA6 2010-02-16
WA6,"Dicks, Norman D.",Costa Rica,International Conservation Caucus Foundation and the US Fish and Wildlife Service,4/6/10,4/12/10,7,WA6 2010-04-06
WA7,"McDermott, Jim","Philadelphia, PA","Mercatus Center, George Mason University, 3301 North Fairfax Drive, Arlington, VA 22201",2/20/09,2/22/09,3,WA7 2009-02-20
WA7,"McDermott, Jim","Los Angeles, CA",Congressional Coalition on Adoption Institute,8/12/09,8/19/09,8,WA7 2009-08-12
WA7,"McDermott, Jim (Amendment)","Los Angeles, CA",Congressional Coalition on Adoption Institute,8/17/09,8/19/09,3,WA7 2009-08-17
WA7,"McDermott, Jim",NYC,The Humpty Dumpty Institute,10/29/09,10/30/09,2,WA7 2009-10-29
WA7,"McDermott, Jim","Tokyo, Japan","Dr. Nau Dir., US - Japan - South Korea Legislative Exchange Program. The Elliot School of Internati",1/4/10,1/10/10,7,WA7 2010-01-04
WA7,"McDermott, Jim","Dhaka, India",RESULTS Eduacational Fund,1/5/10,1/17/10,13,WA7 2010-01-05
WA7,"McDermott, Jim","New York, NY","American Bar Association, Commission on Youth at Risk",4/16/10,4/16/10,1,WA7 2010-04-16
WA7,"McDermott, Jim","New Delhi, India","Deba Dutta Dash, Co-Chair, WASITRAC",11/11/10,11/17/10,7,WA7 2010-11-11
WA7,"McDermott, Jim","Delhi, India","Debadutta Dash, G-Chair Wasitrac (Washington State and India Trade Relations Action Committee)",11/12/10,11/23/10,12,WA7 2010-11-12
WA7,"McDermott, Jim","Hartford, CT","Wesleyan University, The Carbon Tax Center",11/19/10,11/20/10,2,WA7 2010-11-19
WA7,"McDermott, Jim","Hartford, CT",Wesleyan University,11/20/10,11/20/10,1,WA7 2010-11-20
WA8,"Reichert, David","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,WA8 2009-02-20
WA8,"Reichert, David","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,WA8 2010-05-06
WA9,"Smith, Adam","Pasco, WA",Tri-Cities Development Council (TRIDEC),8/9/09,8/11/09,3,WA9 2009-08-09
WA9,"Smith, Adam","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,WA9 2009-11-14
WA9,"Smith, Adam","Tel Aviv, Israel",The American Israel Education Foundation,12/5/09,12/13/09,9,WA9 2009-12-05
WA9,"Smith, Adam","Queenstown, MD",The Partnership for a Secure America (with support from the Rockefeller Brothers Fund and Carnegie C,5/22/10,5/23/10,2,WA9 2010-05-22
WI1,"Ryan, Paul","Baltimore, MD",Heritage Foundation,2/5/09,2/6/09,2,WI1 2009-02-05
WI1,"Ryan, Paul","Cincinnati, OH","Miami University; Oxford, OH",5/9/09,5/9/09,1,WI1 2009-05-09
WI1,"Ryan, Paul","Charlotesville, VA",The Heritage Foundation,1/14/10,1/15/10,2,WI1 2010-01-14
WI1,"Ryan, Paul","Baltimore, MD",Congressional Institute,1/28/10,1/30/10,3,WI1 2010-01-28
WI2,"Baldwin, Tammy","Fort.Lauderdale, FL",Alliance for Health Reform - funded by a grant from the Commonwealth Fund,1/10/09,1/12/09,3,WI2 2009-01-10
WI2,"Baldwin, Tammy","Baltimore, MD",Catholic Health Association,2/19/09,2/20/09,2,WI2 2009-02-19
WI2,"Baldwin, Tammy","Barcelona, Spain",The Aspen Institute Congressional Program,4/4/09,4/13/09,10,WI2 2009-04-04
WI2,"Baldwin, Tammy","Northhampton, MA",Smith College,5/15/09,5/17/09,3,WI2 2009-05-15
WI2,"Baldwin, Tammy","Salt Lake City, UT",Human Rights Campaign,6/20/09,6/21/09,2,WI2 2009-06-20
WI2,"Baldwin, Tammy","Ft. Lauderdale, FL",The Alliance for Health Reform with a grant from The Commonwealth Fund,1/15/10,1/18/10,4,WI2 2010-01-15
WI2,"Baldwin, Tammy","Lisbon, Portugal",The Aspen Institute Congressional Program,4/4/10,4/11/10,8,WI2 2010-04-04
WI3,"Kind, Ron","Miami, FL",Foundation for Private Employee Ownership,2/19/09,2/20/09,2,WI3 2009-02-19
WI3,"Kind, Ron","Jacksonville, FL","Third Way, The Howard Gilman Foundation",6/5/09,6/7/09,3,WI3 2009-06-05
WI3,"Kind, Ron","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,WI3 2009-10-23
WI4,"Moore, Gwen","Indianapolis, IN",National Organization of Women,6/19/09,6/21/09,3,WI4 2009-06-19
WI5,"Sensenbrenner, F.",Berlin -,International Management and Developement Institute,2/13/09,2/21/09,9,WI5 2009-02-13
WI5,"Sensenbrenner, F.","Philadelphia, PA","Mercatus Center, George Mason University",2/27/09,3/1/09,3,WI5 2009-02-27
WI5,"Sensenbrenner, F.",Guatamala,Woodrow Wilson International Center for Scholars,4/13/09,4/18/09,6,WI5 2009-04-13
WI5,"Sensenbrenner, F.","Boston, MA",Massachusetts Institute of Technology and The Ewing Marion Kauffman Foundation,5/27/09,5/29/09,3,WI5 2009-05-27
WI5,"Sensenbrenner, F.",Ottawa,Franklin Center for Global Policy Exchange,8/10/09,8/14/09,5,WI5 2009-08-10
WI5,"Sensenbrenner, F.","Tokyo, Japan",U.S.-Japan-South Korea Legislative Exchange Program under a grant from the Japan-US Friendship Commi,1/5/10,1/10/10,6,WI5 2010-01-05
